Hi.	مرحبًا.
Would you please shut the window?	هلّا أغلقت النافذة من فضلك؟
You can always sleep on my couch.	أنتَ يمكنكَ دائماً النوم على أريكتي.
You can always sleep on my couch.	أنتِ يمكنكِ دائماً النوم على أريكتي.
You can go to the station by bus.	يمكنك الذهاب إلى المحطة بالحافلة.
You can go to the station by bus.	بإمكانك الوصول إلى المحطة عن طريق الحافلة.
You can say whatever you want to.	يمكنك أنت تقول أي شيء تريد.
You can't speak English, can you?	أنتَ لا تستطيع تحدث الإنجليزية, هل تستطيع؟
You can't speak English, can you?	أنتِ لا تستطيعين تحدث الإنجليزية, هل تستطيعين؟
You can't speak English, can you?	أنتِ لا يمكنكِ تحدث الإنجليزية, هل يمكنكِ؟
You can't speak English, can you?	أنتَ لا يمكنك تحدث الإنجليزية, هل يمكنك؟
You don't need to worry about me.	لا داعي لأن تقلق علي.
You haven't finished your coffee.	لم تنهِ قهوتك.
You should always keep your word.	عليك دائماً أن تفي بوعدك.
You should rewrite this sentence.	من الأفضل أن تعيد كتابة هذه الجملة.
You should try to be more polite.	يجب أن تحاول أن تكون أكثر أدباً.
You should've told Tom the truth.	كان يجب عليك أن تقول الحقيقة لتوم.
You talk as if you were the boss.	تتكلم و كأنك رئيسنا.
You talk as if you were the boss.	تتكلم و كأنك رئيس عملنا.
You'll find this map very useful.	ستجد أن هذه الخريطة مفيدة للغاية.
You're a philosopher, aren't you?	أنت فيلسوف، أليس كذلك؟
You're a philosopher, aren't you?	إنك فيلسوف ، أليس ذلك صحيحاً؟
You're in better shape than I am.	مظهرك أفضل من مظهري .
You're in better shape than I am.	أنت في حال أفضل من حالي.
"May I come in?" "Yes, certainly."	"هل تأذن لي بالدخول؟" "نعم، بالطبع".
"May I come in?" "Yes, certainly."	"هل تأذنين لي بالدخول؟" "نعم، بالطبع".
All of my friends are out of town.	جميع أفراد عائلتي خارج المدينة.
Birds of a feather flock together.	الطيور على أشكالها تقع.
Can I ride this horse for a while?	أيمكنني ركوب هذا الحصان قليلاً؟
Can you pick me up at the station?	أيمكنك أن تأتي لأخذي من المحطة؟
Can you write a letter in English?	أيمكنك كتابة الرسالة بالإنجليزية؟
Complaining won't change anything.	لن يغير التذمر شيئاً.
Did you actually see the accident?	هل رأيت الحادث حقا؟
Did you drive her home last night?	هل أوصلتها إلى المنزل ليلة الأمس؟
Did you go to Cairo or Alexandria?	أإلى القاهرة ذهبت أم إلى الاسكندرية؟
Do I have to stay in the hospital?	هل يجب علي أن أبقى في المستشفى؟
Do I have to stay in the hospital?	هل يتوجب علي البقاء في المستشفى؟
Do you have your driver's license?	هل رخصتك معك؟
Do you know how to tie your shoes?	أتعرف كيف تربط ربطات حذائك؟
Do you know how to use a computer?	هل تعرف كيف تستعمل الحاسوب؟
Do you like to travel by yourself?	أتحب السفر بمفردك؟
Do you really want Tom to do that?	أتريد حقا من توم أن يفعل ذلك؟
Do you want me to give you a hand?	أتود أن أساعدك؟
Do you want me to give you a hand?	هل تريدني أن أساعدك؟
Do you want to go out for a drink?	أتريد الخروج لاحتساء شيء؟
Does this come in any other color?	أيتوافر هذا بلون مختلف؟
Don't mention our plan to anybody.	لا تذكر خطتنا لأي أحد.
Don't sleep with the windows open.	لا تنم والنوافذ مفتوحة.
Don't worry. I'll take care of it.	لا تقلق. أنا سوف أعتني بها.
Everybody wants to sit beside her.	الكل يريد أن يجلس بجانبها.
Everything was better in the past.	كل شيء كان أفضل في الماضي.
God created the world in six days.	خلق الله الأرض في ستة أيام.
Have you answered that letter yet?	هل رددت على تلك الرسالة بعد؟
Have you ever gone skinny dipping?	هل سبق و ذهبت للسباحة عارياً.
He asked me what I had been doing.	سالني عما كنت افعله?
He built a fence around his house.	بنى سِياجاً حول بيته.
He built a fence around his house.	بنى سِياجاً خشبياً حول بيته.
He dipped his spoon into the soup.	هو غمس ملعقته في الحساء.
He doesn't know a lot about Japan.	إنه لا يعرف الكثير عن اليابان.
He finally decided to get married.	وأخيراً قرر أن يتزوج.
He got up at eight in the morning.	نهض من النوم في الساعة الثامنة صباحاً.
He measured the length of the bed.	قاس طول السرير.
He paid no attention to my advice.	لم يعر أي اهتمام لنصيحتي.
He pretended that he was a lawyer.	تظاهر بأنه محامٍ.
He rested his hand on my shoulder.	وضع يديه على كتفي.
He seldom gives his wife presents.	نادرًا ما يهدي زوجته.
He started going bald quite young.	أصابه الصلع في شبابه.
He stood on the edge of the cliff.	وقف على حافة الجرف.
He tried to pull a fast one on me.	لقد حاول أن يخدعني.
He was very friendly to everybody.	كان لطيفًا جدًّا مع الجميع.
He's a little taller than you are.	إنه أطول منك بقليل.
Her answer couldn't be understood.	جوابها لم يكن مفهوماً.
His leg was bitten by a crocodile.	عضّ تمساحٌ ساقه.
How much did the tickets cost you?	كم كلّفتك التذاكر؟
How was your doctor's appointment?	كيف كان موعدك عند الطّبيب؟
Hurry up, or we'll miss the train.	أسرع و إلا فاتنا القطار.
I am determined to be a scientist.	عقدتُ العزم على أن أكون عالمًا.
I am determined to be a scientist.	عقدتُ العزم على أن أكون عالمًا في العلوم الطبيعية.
I am reading a book about animals.	إني أقرأ كتاباً عن الحيوانات.
I can't bear the noise any longer.	لا يمكنني احتمال الضجيج أكثر من ذلك.
I can't bear the noise any longer.	لا أستطيع أن أحتمل ذلك الصوت المزعج أكثر من ذلك.
I can't help you because I'm busy.	لا يمكنني مساعدتك لأني مشغول.
I convinced him that he was wrong.	أقنعته أنه كان مخطئا.
I didn't tell Tom that I knew you.	لم أخبر توم أني أعرفك.
I dipped my finger into the honey.	غمست اصبعي في العسل.
I don't blame you for hitting him.	لا ألومك على ضربه.
I don't have anything to give you.	لا شيء معي لأعطيك إياه.
I have no memory of what happened.	لا أتذكر ما حصل.
I haven't eaten anything for days.	أنا لم أذُقِ الطعامَ منذُ أيامٍ.
I hope I can find a job in Boston.	آمل بأن أجد وظيفة في بوستن.
I just have one other thing to do.	هناك شئ واحد آخرعليّ فعله.
I like to study foreign languages.	أحبّ دراسة اللّغات الأجنبيّة.
I listen to the radio every night.	أستمع إلى المذياع كل ليلة.
I listen to the radio every night.	أستمع إلى الراديو كل ليلة.
I met an old man near the station.	قابلت رجلاً عجوزاً قرب المحطة.
I might have left it on the table.	لربما تركتها على الطاولة.
I must adjust my watch. It's slow.	يجب أن أضبط ساعتي. إنها بطيئة.
I remember everything you tell me.	أتذكر كل ما تقوله لي.
I should have done this years ago.	كان عليّ فعل هذا منذ زمن.
I smell something burning, Mother.	أشتم رائحة حريق يا أمي.
I smell something burning, Mother.	أشم رائحة شيء يحترق يا أمي.
I think I'll ask Mary to marry me.	أظن بأني سأطلب من ماري أن تتزوجني.
I think you'd better go on a diet.	أظن أنه من الأفضل لك أن تبدأ حمية غذائية.
I thought you two knew each other.	أظنّكما تعرفان بعضكما.
I told them to stay in their room.	لقد قلت لهم أن يبقوا في غرفتهم.
I want a massage. I need to relax.	أريد التدليك. أحتاج إلى الاسترخاء.
